voyage_id,voyage_reference,voyage_folio,voyage_rectoverso,voyage_seq,voyage_i_o,voyage_certcoq,voyage_date,voyage_serial,voyage_date_other,voyage_duty,voyage_vessel_name,voyage_vessel_home,voyage_vessel_burthen,voyage_master_forename,voyage_master_surname,voyage_from,voyage_to,voyage_date_iso,cargo_id,cargo_merchant_forename,cargo_merchant_surname,cargo_merchant_occupation,cargo_merchant_abode,cargo_miscellanea,cargo_marginalia,cargo_tonnage,good_id,good_qty,good_measure,good_commodity,good_description,n_clips,clip_image_filenames
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1113,2,ton,ferri,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1114,36,piece,panni lini,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1115,2,fardle,panni lani,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1116,26,piece,raisins,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1117,40,piece,figs,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1118,1,maund,dry ware,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1119,1,barrel,dry ware,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1120,3,barrel,saponis nigri,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1121,1,barrel,olei,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1122,2,bundle,sheepskins,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1123,2,barrel,figs,,0,
407,1129/20,7,,9,IN,0,15770131,0,0,,George,Upton,16,Richard,Whittingham,Bristol,Upton,1577-01-31,407,Guy,Dicke,trowman,Upton,burthen 16 ton merchnet = trowman of upton,,,1124,1,pipe,bastard,,0,
408,1129/20,7,,10,IN,0,15770206,0,0,,Michael,Westbury,8,Jenkin,White,St Ives,Westbury,1577-02-06,408,Nicholas,Willis,merchant,Westbury,buirthen 8 ton merchant = merchant of westbury,,,1125,30,burden,lugg fish,,0,
409,1129/20,7,,11,IN,0,15770204,0,0,,Jane,Bewdley,12,John,Sadler,Bristol,Bewdley,1577-02-04,409,John,Sparks,trowman,Bewdley,burthen 12 ton merchant = trowman of bewdley,,,1126,6,butt,vini sack,,0,
409,1129/20,7,,11,IN,0,15770204,0,0,,Jane,Bewdley,12,John,Sadler,Bristol,Bewdley,1577-02-04,409,John,Sparks,trowman,Bewdley,burthen 12 ton merchant = trowman of bewdley,,,1127,4,pipe,vini bastard,,0,
409,1129/20,7,,11,IN,0,15770204,0,0,,Jane,Bewdley,12,John,Sadler,Bristol,Bewdley,1577-02-04,409,John,Sparks,trowman,Bewdley,burthen 12 ton merchant = trowman of bewdley,,,1128,2,ton,saponis nigri,,0,
409,1129/20,7,,11,IN,0,15770204,0,0,,Jane,Bewdley,12,John,Sadler,Bristol,Bewdley,1577-02-04,409,John,Sparks,trowman,Bewdley,burthen 12 ton merchant = trowman of bewdley,,,1129,4,piece,raisins,,0,
409,1129/20,7,,11,IN,0,15770204,0,0,,Jane,Bewdley,12,John,Sadler,Bristol,Bewdley,1577-02-04,409,John,Sparks,trowman,Bewdley,burthen 12 ton merchant = trowman of bewdley,,,1130,1,small barrel,figs,,0,
410,1129/20,7,,12,IN,0,15770206,0,0,,Matthew,Bewdley,16,Adam,Marshall,Bristol,Bewdley,1577-02-06,410,Adam,Marshall,trowman,Bewdley,burthen 16 ton him = trowman of bewdley,,,1131,7,ton,vini gascon,,0,
410,1129/20,7,,12,IN,0,15770206,0,0,,Matthew,Bewdley,16,Adam,Marshall,Bristol,Bewdley,1577-02-06,410,Adam,Marshall,trowman,Bewdley,burthen 16 ton him = trowman of bewdley,,,1132,3,ton,vini sack,,0,
410,1129/20,7,,12,IN,0,15770206,0,0,,Matthew,Bewdley,16,Adam,Marshall,Bristol,Bewdley,1577-02-06,410,Adam,Marshall,trowman,Bewdley,burthen 16 ton him = trowman of bewdley,,,1133,4,ton,vini bastard,,0,
410,1129/20,7,,12,IN,0,15770206,0,0,,Matthew,Bewdley,16,Adam,Marshall,Bristol,Bewdley,1577-02-06,410,Adam,Marshall,trowman,Bewdley,burthen 16 ton him = trowman of bewdley,,,1134,1,hogshead,train,,0,
410,1129/20,7,,12,IN,0,15770206,0,0,,Matthew,Bewdley,16,Adam,Marshall,Bristol,Bewdley,1577-02-06,410,Adam,Marshall,trowman,Bewdley,burthen 16 ton him = trowman of bewdley,,,1135,1,hogshead,figs,,0,
410,1129/20,7,,12,IN,0,15770206,0,0,,Matthew,Bewdley,16,Adam,Marshall,Bristol,Bewdley,1577-02-06,410,Adam,Marshall,trowman,Bewdley,burthen 16 ton him = trowman of bewdley,,,1136,1,piece,raisins,,0,
411,1129/20,7,,13,IN,0,15770223,0,0,,Margaret,Bewdley,12,Thomas,Glinne,Bristol,Bewdley,1577-02-23,411,Thomas,Cope,trowman,Bewdley,burthen 12 ton merchant = trowman of bewdley,,,1137,6.5,ton,vini gascon,,0,
412,1129/20,7,,14,IN,0,15770221,0,0,,Peter,Bewdley,10,John,Brooke,Bristol,Bewdley,1577-02-21,412,Lawrence,Lake,trowman,Bewdley,burthen 10 ton merchant = trowman of bewdley,,,1138,7,ton,vini gascon,,0,
412,1129/20,7,,14,IN,0,15770221,0,0,,Peter,Bewdley,10,John,Brooke,Bristol,Bewdley,1577-02-21,412,Lawrence,Lake,trowman,Bewdley,burthen 10 ton merchant = trowman of bewdley,,,1139,4,pipe,vini bastard,,0,
412,1129/20,7,,14,IN,0,15770221,0,0,,Peter,Bewdley,10,John,Brooke,Bristol,Bewdley,1577-02-21,412,Lawrence,Lake,trowman,Bewdley,burthen 10 ton merchant = trowman of bewdley,,,1140,2,hogshead,prunes,,0,
412,1129/20,7,,14,IN,0,15770221,0,0,,Peter,Bewdley,10,John,Brooke,Bristol,Bewdley,1577-02-21,412,Lawrence,Lake,trowman,Bewdley,burthen 10 ton merchant = trowman of bewdley,,,1141,2,barrel,sachari,,0,
412,1129/20,7,,14,IN,0,15770221,0,0,,Peter,Bewdley,10,John,Brooke,Bristol,Bewdley,1577-02-21,412,Lawrence,Lake,trowman,Bewdley,burthen 10 ton merchant = trowman of bewdley,,,1142,1,chest,pepper,,0,
412,1129/20,7,,14,IN,0,15770221,0,0,,Peter,Bewdley,10,John,Brooke,Bristol,Bewdley,1577-02-21,412,Lawrence,Lake,trowman,Bewdley,burthen 10 ton merchant = trowman of bewdley,,,1143,1,bag,pepper,,0,
412,1129/20,7,,14,IN,0,15770221,0,0,,Peter,Bewdley,10,John,Brooke,Bristol,Bewdley,1577-02-21,412,Lawrence,Lake,trowman,Bewdley,burthen 10 ton merchant = trowman of bewdley,,,1144,1,piece,raisins,,0,
413,1129/20,7,,15,IN,0,15770221,0,0,,Mary,Bewdley,14,John,Awere,Bristol,Bewdley,1577-02-21,413,Lawrence,Lake,trowman,Bewdley,burthen 14 ton merchant = trowman of bewdley,,,1145,7,ton,vini gascon,,0,
413,1129/20,7,,15,IN,0,15770221,0,0,,Mary,Bewdley,14,John,Awere,Bristol,Bewdley,1577-02-21,413,Lawrence,Lake,trowman,Bewdley,burthen 14 ton merchant = trowman of bewdley,,,1146,8,butt,vini sack,,0,
413,1129/20,7,,15,IN,0,15770221,0,0,,Mary,Bewdley,14,John,Awere,Bristol,Bewdley,1577-02-21,413,Lawrence,Lake,trowman,Bewdley,burthen 14 ton merchant = trowman of bewdley,,,1147,4,pipe,bastard,,0,
413,1129/20,7,,15,IN,0,15770221,0,0,,Mary,Bewdley,14,John,Awere,Bristol,Bewdley,1577-02-21,413,Lawrence,Lake,trowman,Bewdley,burthen 14 ton merchant = trowman of bewdley,,,1148,1,hogshead,dry ware,,0,
414,1129/20,7,,16,IN,0,15770308,0,0,,Clement,Elmore,18,Giles,Bowrie,Padstow,Gloucester,1577-03-08,414,William,Leighton,merchant,Elmore,burthen 18 ton merchant = merchant of elmore,,,1149,20,burden,mulvels + ling,,0,
415,1129/20,7,,17,IN,0,15770308,0,0,,Mary,Bewdley,14,John,Awere,Bristol,Bewdley,1577-03-08,415,Lawrence,Lake,trowman,Bewdley,burthen 14 ton merchant = trowman of bewdley,,,1150,10,ton,vini gascon,,0,
415,1129/20,7,,17,IN,0,15770308,0,0,,Mary,Bewdley,14,John,Awere,Bristol,Bewdley,1577-03-08,415,Lawrence,Lake,trowman,Bewdley,burthen 14 ton merchant = trowman of bewdley,,,1151,2,butt,vini sack,,0,
415,1129/20,7,,17,IN,0,15770308,0,0,,Mary,Bewdley,14,John,Awere,Bristol,Bewdley,1577-03-08,415,Lawrence,Lake,trowman,Bewdley,burthen 14 ton merchant = trowman of bewdley,,,1152,0.25,hundred,spices,,0,
415,1129/20,7,,17,IN,0,15770308,0,0,,Mary,Bewdley,14,John,Awere,Bristol,Bewdley,1577-03-08,415,Lawrence,Lake,trowman,Bewdley,burthen 14 ton merchant = trowman of bewdley,,,1153,2,pipe,bastard,,0,
416,1129/20,7,,18,IN,0,15770220,0,0,,Ragged Staff,Worcester,14,Richard,Watsone,Bristol,Worcester,1577-02-20,416,Richard,Smithe,vintner,Coventry,burthen 14 ton merchant = vintner of coventry,,,1154,9,ton,vini gascon,,0,
416,1129/20,7,,18,IN,0,15770220,0,0,,Ragged Staff,Worcester,14,Richard,Watsone,Bristol,Worcester,1577-02-20,416,Richard,Smithe,vintner,Coventry,burthen 14 ton merchant = vintner of coventry,,,1155,5,butt,vini sack,,0,
416,1129/20,7,,18,IN,0,15770220,0,0,,Ragged Staff,Worcester,14,Richard,Watsone,Bristol,Worcester,1577-02-20,416,Richard,Smithe,vintner,Coventry,burthen 14 ton merchant = vintner of coventry,,,1156,1,pipe,tent,,0,
416,1129/20,7,,18,IN,0,15770220,0,0,,Ragged Staff,Worcester,14,Richard,Watsone,Bristol,Worcester,1577-02-20,416,Richard,Smithe,vintner,Coventry,burthen 14 ton merchant = vintner of coventry,,,1157,6,c,saponis nigri,,0,
417,1129/20,7,,19,IN,0,15770205,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-02-05,417,Roger,Brooke,trowman,Worcester,burthen 14 ton him = trowman of worcester,,,1158,8,ton,vini gascon,,0,
417,1129/20,7,,19,IN,0,15770205,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-02-05,417,Roger,Brooke,trowman,Worcester,burthen 14 ton him = trowman of worcester,,,1159,1,ton,vini sack,,0,
417,1129/20,7,,19,IN,0,15770205,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-02-05,417,Roger,Brooke,trowman,Worcester,burthen 14 ton him = trowman of worcester,,,1160,3,ton,woad,,0,
417,1129/20,7,,19,IN,0,15770205,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-02-05,417,Roger,Brooke,trowman,Worcester,burthen 14 ton him = trowman of worcester,,,1161,1,chest,sachari,,0,
417,1129/20,7,,19,IN,0,15770205,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-02-05,417,Roger,Brooke,trowman,Worcester,burthen 14 ton him = trowman of worcester,,,1162,1,bag,alum,,0,
417,1129/20,7,,19,IN,0,15770205,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-02-05,417,Roger,Brooke,trowman,Worcester,burthen 14 ton him = trowman of worcester,,,1163,1,pipe,olei,,0,
417,1129/20,7,,19,IN,0,15770205,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-02-05,417,Roger,Brooke,trowman,Worcester,burthen 14 ton him = trowman of worcester,,,1164,1,basket,dry ware,,0,
418,1129/20,7,,20,IN,0,15770316,0,0,,Matthew,Tewkesbury,14,Thomas,Dower,Bristol,Worcester,1577-03-16,418,Richard,Smithe,vintner,Coventry,burthen 14 ton merchant = vintner of coventry,,,1165,11,ton,vini gascon,,0,
418,1129/20,7,,20,IN,0,15770316,0,0,,Matthew,Tewkesbury,14,Thomas,Dower,Bristol,Worcester,1577-03-16,418,Richard,Smithe,vintner,Coventry,burthen 14 ton merchant = vintner of coventry,,,1166,1,hogshead,ferri,,0,
418,1129/20,7,,20,IN,0,15770316,0,0,,Matthew,Tewkesbury,14,Thomas,Dower,Bristol,Worcester,1577-03-16,418,Richard,Smithe,vintner,Coventry,burthen 14 ton merchant = vintner of coventry,,,1167,1,hogshead,saponis nigri,,0,
419,1129/20,7,,21,IN,0,15770316,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-03-16,419,Ralph,Bagnoll,vintner,Worcester,burthen 14 ton merchant = vintner of worcester,,,1168,13,ton,vini gascon,,0,
419,1129/20,7,,21,IN,0,15770316,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-03-16,419,Ralph,Bagnoll,vintner,Worcester,burthen 14 ton merchant = vintner of worcester,,,1169,1,ton,ferri,,0,
419,1129/20,7,,21,IN,0,15770316,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-03-16,419,Ralph,Bagnoll,vintner,Worcester,burthen 14 ton merchant = vintner of worcester,,,1170,5,hundred,pepper,,0,
419,1129/20,7,,21,IN,0,15770316,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-03-16,419,Ralph,Bagnoll,vintner,Worcester,burthen 14 ton merchant = vintner of worcester,,,1171,5,hundred,saponis nigri,,0,
419,1129/20,7,,21,IN,0,15770316,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-03-16,419,Ralph,Bagnoll,vintner,Worcester,burthen 14 ton merchant = vintner of worcester,,,1172,2,gib,dry ware,,0,
419,1129/20,7,,21,IN,0,15770316,0,0,,John,Worcester,14,Roger,Brooke,Bristol,Worcester,1577-03-16,419,Ralph,Bagnoll,vintner,Worcester,burthen 14 ton merchant = vintner of worcester,,,1173,6,firkin,dry ware,,0,
420,1129/20,8,,1,IN,0,15770221,0,0,,Michael,Bridgnorth,18,Richard,Whittingham,Bristol,Bridgnorth,1577-02-21,420,Richard,Capper,merchant,Bridgnorth,burthen 18 ton merchant = merchant of bridgnorth,,,1174,4,butt,vini sack,,0,
420,1129/20,8,,1,IN,0,15770221,0,0,,Michael,Bridgnorth,18,Richard,Whittingham,Bristol,Bridgnorth,1577-02-21,420,Richard,Capper,merchant,Bridgnorth,burthen 18 ton merchant = merchant of bridgnorth,,,1175,8.5,ton,vini gascon,,0,
420,1129/20,8,,1,IN,0,15770221,0,0,,Michael,Bridgnorth,18,Richard,Whittingham,Bristol,Bridgnorth,1577-02-21,420,Richard,Capper,merchant,Bridgnorth,burthen 18 ton merchant = merchant of bridgnorth,,,1176,1,hogshead,dry ware,,0,
420,1129/20,8,,1,IN,0,15770221,0,0,,Michael,Bridgnorth,18,Richard,Whittingham,Bristol,Bridgnorth,1577-02-21,420,Richard,Capper,merchant,Bridgnorth,burthen 18 ton merchant = merchant of bridgnorth,,,1177,7,firkin,dry ware,,0,
420,1129/20,8,,1,IN,0,15770221,0,0,,Michael,Bridgnorth,18,Richard,Whittingham,Bristol,Bridgnorth,1577-02-21,420,Richard,Capper,merchant,Bridgnorth,burthen 18 ton merchant = merchant of bridgnorth,,,1178,4,hundred,hards,,0,
420,1129/20,8,,1,IN,0,15770221,0,0,,Michael,Bridgnorth,18,Richard,Whittingham,Bristol,Bridgnorth,1577-02-21,420,Richard,Capper,merchant,Bridgnorth,burthen 18 ton merchant = merchant of bridgnorth,,,1179,1,kilderkin,dry ware,,0,
39661,123/26*,6,v,1,OUT,1,16041011,0,0,,Le Veridem Draconem,London,110,Leonard,Hart,Poole,London,1604-10-11,39531,Edmund,Nicholson,Citizen,London,,,,216036,168,hogshead,english copperas,,1,E 190_123_26* Port: Poole Customs book of Arthur Gregory. 24 Mar 1604 - 23 Mar 1606 IMG_0248.JPG
39663,123/26*,7,v,1,OUT,1,16050423,0,0,,Marie,Hythe,50,Joseph,Chealler,Poole,Southampton,1605-04-23,39533,Joseph,Hearson,,Southampton,,,,216038,2,hogshead,english copperas,,1,E 190_123_26* Port: Poole Customs book of Arthur Gregory. 24 Mar 1604 - 23 Mar 1606 IMG_0249.JPG
39662,123/26*,7,v,2,OUT,1,16050702,0,0,,Elizabeth,Poole,,Nicholas,Thresher,Poole,London,1605-07-02,39532,Edmund,Nicholson,,London,,,,216037,60,hogshead,english copperas,,1,E 190_123_26* Port: Poole Customs book of Arthur Gregory. 24 Mar 1604 - 23 Mar 1606 IMG_0249.JPG
39664,123/26*,7,v,3,OUT,1,16050807,0,0,,Judith,Poole,28,John,Barnes,Poole,London,1605-08-07,39534,Edmund,Nicholson,,London,,,,216039,104,hogshead,english copperas,,1,E 190_123_26* Port: Poole Customs book of Arthur Gregory. 24 Mar 1604 - 23 Mar 1606 IMG_0249.JPG
582,1241/10,2,,1,OUT,0,15820420,0,0,,Angel,Gloucester,16,Thomas,Wilshere,Gloucester,Carmarthen,1582-04-20,582,Lucas,Garnons,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,1441,12,wey,brasei hordei,,0,
582,1241/10,2,,1,OUT,0,15820420,0,0,,Angel,Gloucester,16,Thomas,Wilshere,Gloucester,Carmarthen,1582-04-20,582,Lucas,Garnons,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,1442,2,wey,fabarum,,0,
583,1241/10,2,,2,OUT,0,15820423,0,0,,George,Tewkesbury,14,Nicholas,Allen,Gloucester,Bristol,1582-04-23,583,Nicholas,Allen,trowman,Tewkesbury,burthen 14 ton merchant = trowman of tewkesbury,,,1443,12,wey,brasei hordei,,0,
583,1241/10,2,,2,OUT,0,15820423,0,0,,George,Tewkesbury,14,Nicholas,Allen,Gloucester,Bristol,1582-04-23,583,Nicholas,Allen,trowman,Tewkesbury,burthen 14 ton merchant = trowman of tewkesbury,,,1444,2,wey,pulse,,0,
584,1241/10,2,,3,OUT,0,15820424,0,0,,Harry,Bideford,10,Roger,Whopper,Gloucester,Aberdovey,1582-04-24,584,Edward,Barston,merchant,Tewkesbury,burthen 10 ton merchant = merchant of tewkesbury,,,1445,6,wey,brasei hordei,,0,
584,1241/10,2,,3,OUT,0,15820424,0,0,,Harry,Bideford,10,Roger,Whopper,Gloucester,Aberdovey,1582-04-24,584,Edward,Barston,merchant,Tewkesbury,burthen 10 ton merchant = merchant of tewkesbury,,,1446,2,wey,pulse,,0,
585,1241/10,2,,4,OUT,0,15820415,0,0,,John,Tewkesbury,16,John,Shawe,Gloucester,Bristol,1582-04-15,585,John,Shawe,trowman,Tewkesbury,burthen 16 ton merchant = trowman of tewkesbury,,,1447,6,wey,brasei hordei,,0,
585,1241/10,2,,4,OUT,0,15820415,0,0,,John,Tewkesbury,16,John,Shawe,Gloucester,Bristol,1582-04-15,585,John,Shawe,trowman,Tewkesbury,burthen 16 ton merchant = trowman of tewkesbury,,,1448,0.5,wey,pulse,,0,
586,1241/10,2,,5,OUT,0,15820425,0,0,,William,Washford,16,Michael,Simmon,Gloucester,Aberdovey,1582-04-25,586,William,Phelpes,merchant,Tewkesbury,burthen 16 ton merchant = merchant of tewkesbury,,,1449,16,wey,brasei hordei,,0,
587,1241/10,2,,6,OUT,0,15820426,0,0,,Anthony,Minsterworth,12,Thomas,Pugate,Gloucester,Carmarthen,1582-04-26,587,Thomas,Lane,merchant,Gloucester,burthen 12 ton merchant = merchant of gloucester,,,1450,14,wey,brasei hordei,,0,
588,1241/10,2,,7,OUT,0,15820427,0,0,,Trinity,Gloucester,16,Richard,Whopper,Gloucester,Carmarthen,1582-04-27,588,Richard,Swanleie,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,1451,17,wey,brasei hordei,,0,
589,1241/10,2,,8,OUT,0,15820502,0,0,,Trinity,Minsterworth,12,Arthur,Comeley,Gloucester,Carmarthen,1582-05-02,589,John,Taylor,merchant,Gloucester,burthen 12 ton merchant = merchant of gloucester,,,1452,13,wey,brasei hordei,,0,
590,1241/10,2,,9,OUT,0,15820504,0,0,,Toby,Newnham,16,Thomas,Shepheard,Gloucester,Carmarthen,1582-05-04,590,Henry,Ellill,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,1453,15,wey,brasei hordei,,0,
590,1241/10,2,,9,OUT,0,15820504,0,0,,Toby,Newnham,16,Thomas,Shepheard,Gloucester,Carmarthen,1582-05-04,590,Henry,Ellill,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,1454,2,wey,fabarum,,0,
591,1241/10,2,,10,OUT,0,15820504,0,0,,George,Elmore,8,Thomas,Humfreies,Gloucester,Carmarthen,1582-05-04,591,Lawrence,Hollidaie,merchant,Gloucester,burthen 8 ton merchant = merchant of gloucester,,,1455,8,wey,brasei hordei,,0,
592,1241/10,2,,11,OUT,0,15820504,0,0,,Jesus,Newnham,16,Richard,Daniell,Gloucester,Aberdovey,1582-05-04,592,Edward,Barston,merchant,Tewkesbury,burthen 16 ton merchant = merchant of tewkesbury,,,1456,11,wey,brasei hordei,,0,
592,1241/10,2,,11,OUT,0,15820504,0,0,,Jesus,Newnham,16,Richard,Daniell,Gloucester,Aberdovey,1582-05-04,592,Edward,Barston,merchant,Tewkesbury,burthen 16 ton merchant = merchant of tewkesbury,,,1457,3,wey,fabarum,,0,
593,1241/10,2,,12,OUT,0,15820504,0,0,,Primrose,Bridgnorth,12,John,Capper,Gloucester,Bristol,1582-05-04,593,William,Willobie,tanner,Nuneaton,burthen 12 ton merchant = tanner of nuneaton,,,1458,28.5,dicker,tannatorum coriorum,,0,
593,1241/10,2,,12,OUT,0,15820504,0,0,,Primrose,Bridgnorth,12,John,Capper,Gloucester,Bristol,1582-05-04,593,William,Willobie,tanner,Nuneaton,burthen 12 ton merchant = tanner of nuneaton,,,1459,12,dozen,calf skins,,0,
594,1241/10,2,,13,OUT,0,15820507,0,0,,George,Framilode,20,Thomas,Swanleie,Gloucester,Carmarthen,1582-05-07,594,John,Tayler,merchant,Gloucester,burthen 20 ton merchant = merchant of gloucester,,,1460,20,wey,brasei hordei,,0,
594,1241/10,2,,13,OUT,0,15820507,0,0,,George,Framilode,20,Thomas,Swanleie,Gloucester,Carmarthen,1582-05-07,594,John,Tayler,merchant,Gloucester,burthen 20 ton merchant = merchant of gloucester,,,1461,1,wey,fabarum,,0,
595,1241/10,2,,14,OUT,0,15820507,0,0,,Primrose,Bideford,8,Nicholas,Duninge,Gloucester,Bideford,1582-05-07,595,William,Gosline,merchant,Hineham Gloucs,burthen 8 ton merchant = merchant of hineham (gloucs),,,1462,9,wey,brasei hordei,,0,
596,1241/10,2,,15,OUT,0,15820509,0,0,,George,Gloucester,14,Morris,Rees,Gloucester,Chepstow,1582-05-09,596,William,Comes,,Worcester,burthen 14 ton merchant = of worcester,,,1463,10,wey,brasei hordei,,0,
597,1241/10,2,,16,OUT,0,15820518,0,0,,Morgans,Tewkesbury,16,Thomas,Turbell,Gloucester,Bristol,1582-05-18,597,Thomas,Turbell,trowman,Tewkesbury,burthen 16 ton merchant = trowman of tewkesbury,,,1464,15,wey,brasei hordei,,0,
597,1241/10,2,,16,OUT,0,15820518,0,0,,Morgans,Tewkesbury,16,Thomas,Turbell,Gloucester,Bristol,1582-05-18,597,Thomas,Turbell,trowman,Tewkesbury,burthen 16 ton merchant = trowman of tewkesbury,,,1465,1,wey,fabarum,,0,
598,1241/10,2,,17,OUT,0,15820521,0,0,,Harry,Bideford,10,John,Pomerey,Gloucester,Aberdovey,1582-05-21,598,Edward,Barston,merchant,Tewkesbury,burthen 10 ton merchant = merchant of tewkesbury,,,1466,8,wey,brasei hordei,,0,
598,1241/10,2,,17,OUT,0,15820521,0,0,,Harry,Bideford,10,John,Pomerey,Gloucester,Aberdovey,1582-05-21,598,Edward,Barston,merchant,Tewkesbury,burthen 10 ton merchant = merchant of tewkesbury,,,1467,0.5,wey,muncorn,,0,
599,1241/10,2,,18,OUT,0,15820521,0,0,,Michael,Westbury,10,Richard,Glewe,Gloucester,Carmarthen,1582-05-21,599,John,Brewster,merchant,Gloucester,burthen 10 ton merchant = merchant of gloucester,,,1468,10,wey,brasei hordei,,0,
600,1241/10,2,,19,OUT,0,15820521,0,0,,Trinity,Purton,12,Thomas,Warren,Gloucester,Carmarthen,1582-05-21,600,Lucas,Garnons,merchant,Gloucester,burthen 12 ton merchant = merchant of gloucester,,,1469,9,wey,brasei hordei,,0,
600,1241/10,2,,19,OUT,0,15820521,0,0,,Trinity,Purton,12,Thomas,Warren,Gloucester,Carmarthen,1582-05-21,600,Lucas,Garnons,merchant,Gloucester,burthen 12 ton merchant = merchant of gloucester,,,1470,3,wey,pulse,,0,
601,1241/10,3,,1,OUT,0,15820521,0,0,,George,Gloucester,8,Henry,Smithe,Gloucester,Cardiff,1582-05-21,601,Henry,Smithe,merchant,Gloucester,burthen 8 ton merchant = merchant of gloucester,,,1471,8,wey,brasei hordei,,0,
602,1241/10,3,,2,OUT,0,15820521,0,0,,Hope,Bideford,12,Augustin,Howe,Gloucester,Aberdovey,1582-05-21,602,Henry,Hassarde,merchant,Gloucester,burthen 12 ton merchant = merchant of gloucester,,,1472,12,wey,brasei hordei,,0,
603,1241/10,3,,3,OUT,0,15820523,0,0,,Elizabeth,Carmarthen,18,David,Allen,Gloucester,Carmarthen,1582-05-23,603,John,Owen,merchant,Carmarthen,burthen 18 ton merchant = merchant of carmarthen,,,1473,18,wey,brasei hordei,,0,
604,1241/10,3,,4,OUT,0,15820523,0,0,,Clement,Elmore,12,Christopher,Roche,Gloucester,Carmarthen,1582-05-23,604,John,Tayler,merchant,Gloucester,burthen 12 ton merchant = merchant of gloucester,,,1474,14,wey,brasei hordei,,0,
605,1241/10,3,,5,OUT,0,15820531,0,0,,Clement,Gloucester,8,John,Smithe,Gloucester,Carmarthen,1582-05-31,605,William,Rosingreave,merchant,Gloucester,burthen 8 ton merchant = merchant of gloucester,,,1475,8,wey,brasei hordei,,0,
606,1241/10,3,,6,OUT,0,15820605,0,0,,Trinity,Elmore,8,John,Leighton,Gloucester,Barnstaple,1582-06-05,606,John,Breche,merchant,Barnstaple,burthen 8 ton merchant = merchant of barnstaple,,,1476,6,wey,brasei hordei,,0,
