voyage_id,voyage_reference,voyage_folio,voyage_rectoverso,voyage_seq,voyage_i_o,voyage_certcoq,voyage_date,voyage_serial,voyage_date_other,voyage_duty,voyage_vessel_name,voyage_vessel_home,voyage_vessel_burthen,voyage_master_forename,voyage_master_surname,voyage_from,voyage_to,voyage_date_iso,cargo_id,cargo_merchant_forename,cargo_merchant_surname,cargo_merchant_occupation,cargo_merchant_abode,cargo_miscellanea,cargo_marginalia,cargo_tonnage,good_id,good_qty,good_measure,good_commodity,good_description,n_clips,clip_image_filenames
64,1129/15,3,,36,OUT,0,15760130,0,0,,John,Padstow,18,John,Quinte,Gloucester,Padstow,1576-01-30,64,Henry,Smithe,merchant,Hinton,burthen 18 ton merchant = merchant of hinton,,,109,4,wey,pisarum,,0,
65,1129/15,3,,37,OUT,0,15760131,0,0,,Morgans,Tewkesbury,16,Thomas,Turbill,Gloucester,Bristol,1576-01-31,65,Thomas,Turbill,merchant,Tewkesbury,burthen 16 ton him = merchant of tewkesbury,,,110,6,wey,pisarum,,0,
65,1129/15,3,,37,OUT,0,15760131,0,0,,Morgans,Tewkesbury,16,Thomas,Turbill,Gloucester,Bristol,1576-01-31,65,Thomas,Turbill,merchant,Tewkesbury,burthen 16 ton him = merchant of tewkesbury,,,111,5,wey,brasei hordei,,0,
66,1129/15,3,,38,OUT,0,15760203,0,0,,Trinity,Newnham,10,Thomas,Windam,Gloucester,Cardiff,1576-02-03,66,Matthew,Davis,merchant,Elmore,burthen 10 ton merchant = merchant of elmore,,,112,10,wey,brasei hordei,,0,
67,1129/15,3,,39,OUT,0,15760204,0,0,,Clement,Newnham,13,Thomas,Shaparde,Gloucester,Newport,1576-02-04,67,Thomas,Franckombe,merchant,Gloucester,burthen 13 ton merchant = merchant of gloucester,,,113,5,wey,tritici,,0,
67,1129/15,3,,39,OUT,0,15760204,0,0,,Clement,Newnham,13,Thomas,Shaparde,Gloucester,Newport,1576-02-04,67,Thomas,Franckombe,merchant,Gloucester,burthen 13 ton merchant = merchant of gloucester,,,114,23,dozen,northern cloth,2 fardle,0,
68,1129/15,3,,40,OUT,0,15760208,0,0,,Elizabeth,Gloucester,14,William,Tiler,Tewkesbury,Bristol,1576-02-08,68,William,Johnsons,maltmaker,Tewkesbury,burthen 14ton merchant= maltmaker of tewkesbury,,,115,6,wey,pisarum,,0,
68,1129/15,3,,40,OUT,0,15760208,0,0,,Elizabeth,Gloucester,14,William,Tiler,Tewkesbury,Bristol,1576-02-08,68,William,Johnsons,maltmaker,Tewkesbury,burthen 14ton merchant= maltmaker of tewkesbury,,,116,1,wey,fabarum,,0,
68,1129/15,3,,40,OUT,0,15760208,0,0,,Elizabeth,Gloucester,14,William,Tiler,Tewkesbury,Bristol,1576-02-08,68,William,Johnsons,maltmaker,Tewkesbury,burthen 14ton merchant= maltmaker of tewkesbury,,,117,5,wey,brasei hordei,,0,
69,1129/15,3,,41,OUT,0,15760210,0,0,,Trinity,Gloucester,18,Thomas,Wollerson,Gloucester,Bristol,1576-02-10,69,William,Grasinge,merchant,Minsterworth,burthen 18 ton merchant= merchant of minsterworth,,,118,13,wey,pisarum,,0,
69,1129/15,3,,41,OUT,0,15760210,0,0,,Trinity,Gloucester,18,Thomas,Wollerson,Gloucester,Bristol,1576-02-10,69,William,Grasinge,merchant,Minsterworth,burthen 18 ton merchant= merchant of minsterworth,,,119,18,hundred,bisket,,0,
70,1129/15,3,,42,OUT,0,15760213,0,0,,John Baptist,Padstow,15,John,Osborne,Tewkesbury,Padstow,1576-02-13,70,Walter,Gibbes,merchant,Padstow,burthen 15ton merchant = merchant of padsrow,,,120,8,wey,pisarum,,0,
71,1129/15,3,,43,OUT,0,15760214,0,0,,Mary,Gloucester,12,William,Tiler,Gloucester,Newport,1576-02-14,71,William,Tiler,innholder,Gloucester,burthen 12 ton him=innholder of gloucester,,,121,3,wey,tritici,,0,
71,1129/15,3,,43,OUT,0,15760214,0,0,,Mary,Gloucester,12,William,Tiler,Gloucester,Newport,1576-02-14,71,William,Tiler,innholder,Gloucester,burthen 12 ton him=innholder of gloucester,,,122,10,wey,brasei hordei,,0,
72,1129/15,4,,1,OUT,0,15760227,0,0,,?,Gloucester,8,Henry,?,Gloucester,?,1576-02-27,72,John,Tailer,merchant,Gloucester,burthen 8ton merchant = merchant of gloucester,,,123,0,xxx,brasei hordei,,0,
73,1129/15,4,,2,OUT,0,15760227,0,0,,Dragon,Gloucester,16,George,?,Gloucester,Padstow,1576-02-27,73,Henry,Horne,merchant,Gloucester,burthen 16 ton merchant=merchant of gloucester,,,124,14,wey,brasei hordei,,0,
73,1129/15,4,,2,OUT,0,15760227,0,0,,Dragon,Gloucester,16,George,?,Gloucester,Padstow,1576-02-27,73,Henry,Horne,merchant,Gloucester,burthen 16 ton merchant=merchant of gloucester,,,125,2,wey,pisarum,,0,
74,1129/15,4,,3,OUT,0,15760227,0,0,,Clement,Newnham,12,Thomas,Shapard,Gloucester,Cardiff,1576-02-27,74,Christopher,Huntley,merchant,Gloucester,burthen 12 ton merchant = merchant of gloucester,,,126,13,wey,brasei hordei,,0,
75,1129/15,4,,4,OUT,0,15760301,0,0,,George,Westbury,8,Morris,Rees,Gloucester,Cardiff,1576-03-01,75,Christopher,Huntley,,,burthen 8ton,,,127,8,wey,brasei hordei,,0,
76,1129/15,4,,5,OUT,0,15760303,0,0,,Matthew,Arley,14,Thomas,Glynne,Tewkesbury,Bristol,1576-03-03,76,Thomas,Mallard,maltmaker,Tewkesbury,burthen 14ton merchnat=maltmaker of tewkesbury,,,128,16,wey,brasei hordei,,0,
77,1129/15,4,,6,OUT,0,15760307,0,0,,Trinity,Elmore,12,Thomas,Sharpe,Gloucester,Padstow,1576-03-07,77,Matthew,David,merchant,Elmore,burthen 12 ton merchant=merchant of elmore,,,129,4,wey,pisarum,,0,
77,1129/15,4,,6,OUT,0,15760307,0,0,,Trinity,Elmore,12,Thomas,Sharpe,Gloucester,Padstow,1576-03-07,77,Matthew,David,merchant,Elmore,burthen 12 ton merchant=merchant of elmore,,,130,1,wey,brasei hordei,,0,
78,1129/15,4,,7,OUT,0,15760307,0,0,,Toby,Awre,9,John,Dimmocke,Gloucester,Cardiff,1576-03-07,78,Matthew,Davis,merchant,Elmore,burthen 9 ton mer = mer of elmore,,,131,8,wey,brasei hordei,,0,
79,1129/15,4,,8,OUT,0,15760308,0,0,,Trinity,Gloucester,15,John,Swanley,Gloucester,Carmarthen,1576-03-08,79,Richard,Swanley,merchant,Gloucester,burthen 15ton merchant=merchant of gloucester,,,132,16,wey,brasei hordei,,0,
80,1129/15,4,,9,OUT,0,15760309,0,0,,Margaret,Tewkesbury,18,Henry,Shale,Tewkesbury,Bristol,1576-03-09,80,Henry,Shale,merchant,Tewkesbury,burthen 18ton him=merchant of tewkesbury,,,133,18,wey,brasei hordei,,0,
80,1129/15,4,,9,OUT,0,15760309,0,0,,Margaret,Tewkesbury,18,Henry,Shale,Tewkesbury,Bristol,1576-03-09,80,Henry,Shale,merchant,Tewkesbury,burthen 18ton him=merchant of tewkesbury,,,134,1,ton,metheglin,,0,
81,1129/15,4,,10,OUT,0,15760309,0,0,,Trinity,Ilfracombe,14,Richard,Harden,Gloucester,Barnstaple,1576-03-09,81,Thomas,Howe,merchant,Longney,burthen 14 ton merchant=merchant of longney,,,135,6,wey,brasei hordei,,0,
81,1129/15,4,,10,OUT,0,15760309,0,0,,Trinity,Ilfracombe,14,Richard,Harden,Gloucester,Barnstaple,1576-03-09,81,Thomas,Howe,merchant,Longney,burthen 14 ton merchant=merchant of longney,,,136,0.5,wey,pisarum,,0,
82,1129/15,4,,11,OUT,0,15760309,0,0,,Nicholas,Westbury,15,William,Whopper,Tewkesbury,St Ives,1576-03-09,82,Nicholas,Willys,merchant,Westbury,burthen 15ton merchant=merchant of westbury,,,137,7,wey,pisarum,,0,
83,1129/15,4,,12,OUT,0,15760310,0,0,,Elizabeth,Tewkesbury,15,Pearse,Griffen,Tewkesbury,Bristol,1576-03-10,83,John,Leighte,merchant,Tewkesbury,burthen 15ton merchnat=merchant of tewkesbury,,,138,16,wey,brasei hordei,,0,
84,1129/15,4,,13,OUT,0,15760310,0,0,,Elizabeth,Bewdley,14,James,Chamberlen,Gloucester,Bristol,1576-03-10,84,William,Hille,merchant,Bristol,burthen 14 ton merchant = merchant of bristol,,,139,2,of,panni albi,,0,
84,1129/15,4,,13,OUT,0,15760310,0,0,,Elizabeth,Bewdley,14,James,Chamberlen,Gloucester,Bristol,1576-03-10,84,William,Hille,merchant,Bristol,burthen 14 ton merchant = merchant of bristol,,,140,2,barrel,pisarum,,0,
84,1129/15,4,,13,OUT,0,15760310,0,0,,Elizabeth,Bewdley,14,James,Chamberlen,Gloucester,Bristol,1576-03-10,84,William,Hille,merchant,Bristol,burthen 14 ton merchant = merchant of bristol,,,141,1.5,c,wax,1 fk,0,
84,1129/15,4,,13,OUT,0,15760310,0,0,,Elizabeth,Bewdley,14,James,Chamberlen,Gloucester,Bristol,1576-03-10,84,William,Hille,merchant,Bristol,burthen 14 ton merchant = merchant of bristol,,,142,1,fardle,apparel,,0,
84,1129/15,4,,13,OUT,0,15760310,0,0,,Elizabeth,Bewdley,14,James,Chamberlen,Gloucester,Bristol,1576-03-10,84,William,Hille,merchant,Bristol,burthen 14 ton merchant = merchant of bristol,,,143,1,barrel,wheatmeal,,0,
84,1129/15,4,,13,OUT,0,15760310,0,0,,Elizabeth,Bewdley,14,James,Chamberlen,Gloucester,Bristol,1576-03-10,84,William,Hille,merchant,Bristol,burthen 14 ton merchant = merchant of bristol,,,144,50,virgate,linen cloth,,0,
85,1129/15,4,,14,OUT,0,15760312,0,0,,Jesus,Westbury,14,Richard,Wathen,Gloucester,Caernarvon,1576-03-12,85,Thomas,Franckombe,merchant,Gloucester,burthen 14ton merchant = merchant of gloucester,,,145,16,wey,brasei hordei,,0,
86,1129/15,4,,15,OUT,0,15760312,0,0,,Margaret,Worcester,11,John,Tailor,Worcester,Bristol,1576-03-12,86,John,Holberowe,clothier,Bristol,burthen 11 ton merchant = clothier of bristol,,,146,20,tod,lanae,,0,
86,1129/15,4,,15,OUT,0,15760312,0,0,,Margaret,Worcester,11,John,Tailor,Worcester,Bristol,1576-03-12,86,John,Holberowe,clothier,Bristol,burthen 11 ton merchant = clothier of bristol,,,147,1,of,panni albi,,0,
86,1129/15,4,,15,OUT,0,15760312,0,0,,Margaret,Worcester,11,John,Tailor,Worcester,Bristol,1576-03-12,86,John,Holberowe,clothier,Bristol,burthen 11 ton merchant = clothier of bristol,,,148,7,modius,pisarum,,0,
87,1129/15,4,,16,OUT,0,15760312,0,0,,Mayflower,Tewkesbury,6,John,Heman,Tewkesbury,Bideford,1576-03-12,87,William,Marten,merchant,Tewkesbury,burthen 6 ton merchant = merchant of tewkesbury,,,149,4.5,wey,pisarum,,0,
88,1129/15,4,,17,OUT,0,15760314,0,0,,Grace of God,Tewkesbury,10,John,Hodges,Tewkesbury,Cardiff,1576-03-14,88,Howell,John,baker,Cardiff,burthen 10 ton merchant = baker of cardiff,,,150,8,wey,brasei hordei,,0,
88,1129/15,4,,17,OUT,0,15760314,0,0,,Grace of God,Tewkesbury,10,John,Hodges,Tewkesbury,Cardiff,1576-03-14,88,Howell,John,baker,Cardiff,burthen 10 ton merchant = baker of cardiff,,,151,1,wey,tritici,,0,
89,1129/15,4,,18,OUT,0,15760314,0,0,,Trinity,Newnham,10,Thomas,Windam,Gloucester,Cardiff,1576-03-14,89,Thomas,Gowlde,merchant,Newnham,burthen 10 ton merchant = merchant of newnham,,,152,10.5,wey,brasei hordei,,0,
90,1129/15,4,,19,OUT,0,15760315,0,0,,Clement,Elmore,18,John,Phillips,Gloucester,Padstow,1576-03-15,90,Lucas,Garnons,merchant,Gloucester,burthen 18 ton merchant = merchant of gloucester,,,153,19,wey,brasei hordei,,0,
90,1129/15,4,,19,OUT,0,15760315,0,0,,Clement,Elmore,18,John,Phillips,Gloucester,Padstow,1576-03-15,90,Lucas,Garnons,merchant,Gloucester,burthen 18 ton merchant = merchant of gloucester,,,154,24,virgate,northern linen,,0,
91,1129/15,4,,20,OUT,0,15761215,0,0,,Toby,Newnham,18,John,Wathen,Gloucester,Carmarthen,1576-12-15,91,Thomas,Hassard,merchant,Gloucester,burthen 18 ton merchant = merchant of gloucester,,,155,17,wey,brasei hordei,,0,
91,1129/15,4,,20,OUT,0,15761215,0,0,,Toby,Newnham,18,John,Wathen,Gloucester,Carmarthen,1576-12-15,91,Thomas,Hassard,merchant,Gloucester,burthen 18 ton merchant = merchant of gloucester,,,156,2,dozen,black kersey,,0,
92,1129/15,4,,21,OUT,0,15760317,0,0,,Phoenix,Bideford,8,Richard,Williams,Tewkesbury,Barnstaple,1576-03-17,92,Edward,Barston,merchant,Tewkesbury,burthen 8 ton merchant = merchant of tewkesbury,,,157,5,wey,pisarum,,0,
93,1129/15,4,,22,OUT,0,15760318,0,0,,Ann,Bideford,17,Daniel,Beare,Tewkesbury,Bristol,1576-03-18,93,Daniel,Beare,merchant,Bideford,burthen 17 ton merchant = merchant of bdf in the county of devon,,,158,6,wey,malt,,0,
94,1129/15,4,,23,OUT,0,15760318,0,0,,George,Bideford,14,John,Heele,Tewkesbury,Bideford,1576-03-18,94,John,Heele,merchant,Bideford,burthen 14 ton him merchant = merchant of bideford,,,159,7,wey,pisarum,,0,
95,1129/15,4,,24,OUT,0,15760318,0,0,,Clement,Newnham,12,Thomas,Kitchin,Gloucester,Caernarvon,1576-03-18,95,John,Tailor,vintner,Gloucester,burthen 12 ton merchant = vintner of gloucester,,,160,13,wey,brasei hordei,,0,
96,1129/15,4,,25,OUT,0,15760319,0,0,,John Baptist,Newnham,9,Thomas,Norris,Gloucester,Caernarvon,1576-03-19,96,Thomas,Sparkes,merchant,Newnham,burthen 9 ton merchant = merchant of newnham,,,161,8,wey,brasei hordei,,0,
97,1129/15,4,,26,OUT,0,15760320,0,0,,Michael,Longney,14,Giles,Bowerie,Gloucester,Padstow,1576-03-20,97,John,Lewes,merchant,Longney,burthen 14 ton merchant = merchant of longney,,,162,2,wey,brasei hordei,,0,
97,1129/15,4,,26,OUT,0,15760320,0,0,,Michael,Longney,14,Giles,Bowerie,Gloucester,Padstow,1576-03-20,97,John,Lewes,merchant,Longney,burthen 14 ton merchant = merchant of longney,,,163,1,wey,pisarum,,0,
98,1129/15,4,,27,OUT,0,15760412,0,0,,Margaret,Elmore,6,Ralph,Weale,Gloucester,Cardiff,1576-04-12,98,Ralph,Weale,merchant,Elmore,burthen 6 ton him = merchant of elmore,,,164,6,wey,brasei hordei,,0,
99,1129/15,4,,28,OUT,0,15760420,0,0,,Margaret,Tewkesbury,14,John,Russell,Tewkesbury,Bristol,1576-04-20,99,John,Russell,merchant,Tewkesbury,burthen 14 ton merchant = merchant of tewkesbury,,,165,14,wey,brasei hordei,,0,
100,1129/15,4,,29,OUT,0,15760426,0,0,,Margaret,Gloucester,8,Henry,Smithe,Gloucester,Cardiff,1576-04-26,100,Henry,Horne,merchant,Gloucester,burthen 8 ton merchant = merchant of gloucester,,,166,18,wey,brasei hordei,,0,
101,1129/15,4,,30,OUT,0,15760426,0,0,,Clement,Minsterworth,12,William,Grasinge,Gloucester,Padstow,1576-04-26,101,William,Grasinge,,Minsterworth,burthen 12 ton him = merchant of minsterworth,,,167,14,wey,brasei hordei,,0,
102,1129/15,4,,31,OUT,0,15760426,0,0,,George,Gloucester,20,Thomas,Pewcotte,Gloucester,Carmarthen,1576-04-26,102,Lucas,Garnons,merchant,Gloucester,burthen 20 ton merchant = merchant of gloucester,,,168,20,wey,brasei hordei,,0,
102,1129/15,4,,31,OUT,0,15760426,0,0,,George,Gloucester,20,Thomas,Pewcotte,Gloucester,Carmarthen,1576-04-26,102,Lucas,Garnons,merchant,Gloucester,burthen 20 ton merchant = merchant of gloucester,,,169,29,virgate,panni rat colour,,0,
102,1129/15,4,,31,OUT,0,15760426,0,0,,George,Gloucester,20,Thomas,Pewcotte,Gloucester,Carmarthen,1576-04-26,102,Lucas,Garnons,merchant,Gloucester,burthen 20 ton merchant = merchant of gloucester,,,170,26,virgate,broad red,,0,
103,1129/15,4,,32,OUT,0,15760426,0,0,,Angel,Frampton,16,Germain,Michell,Gloucester,Caernarvon,1576-04-26,103,Henry,Horne,merchant,Gloucester,burthen 16ton merchant=merchant of gloucester,,,171,18,wey,brasei hordei,,0,
104,1129/15,4,,33,OUT,0,15760427,0,0,,Lodar,Berkeley,14,Thomas,Coxe,Tewkesbury,Berkeley,1576-04-27,104,William,Machin,milner,Berkeley,burthen 14 ton merchant = milner of berkeley,,,172,1,wey,tritici,,0,
104,1129/15,4,,33,OUT,0,15760427,0,0,,Lodar,Berkeley,14,Thomas,Coxe,Tewkesbury,Berkeley,1576-04-27,104,William,Machin,milner,Berkeley,burthen 14 ton merchant = milner of berkeley,,,173,4,wey,brasei hordei,,0,
105,1129/15,4,,34,OUT,0,15760428,0,0,,Clement,Elmore,18,John,Phillipps,Gloucester,Carmarthen,1576-04-28,105,Thomas,Hassard,merchant,Gloucester,burthen 18 ton merchant = merchant of gloucester,,,174,18,wey,brasei hordei,,0,
105,1129/15,4,,34,OUT,0,15760428,0,0,,Clement,Elmore,18,John,Phillipps,Gloucester,Carmarthen,1576-04-28,105,Thomas,Hassard,merchant,Gloucester,burthen 18 ton merchant = merchant of gloucester,,,175,1,wey,fabarum,,0,
105,1129/15,4,,34,OUT,0,15760428,0,0,,Clement,Elmore,18,John,Phillipps,Gloucester,Carmarthen,1576-04-28,105,Thomas,Hassard,merchant,Gloucester,burthen 18 ton merchant = merchant of gloucester,,,176,16,virgate,panni called broad blue,,0,
106,1129/15,4,,35,OUT,0,15760503,0,0,,Harry,Gloucester,15,John,Swanley,Gloucester,Carmarthen,1576-05-03,106,Richard,Swanley,merchant,Gloucester,burthen 15ton merchant=merchant of gloucester,,,177,16,wey,brasei hordei,,0,
107,1129/15,4,,36,OUT,0,15760505,0,0,,Elizabeth,Tewkesbury,14,Pearse,Griffithe,Tewkesbury,Bristol,1576-05-05,107,Pearse,Griffithe,trowman,Tewkesbury,burthen 14ton merchant=trowman of tewkesbury,,,178,12,wey,brasei hordei,,0,
108,1129/15,4,,37,OUT,0,15760507,0,0,,Margaret,Tewkesbury,14,John,Russell,Tewkesbury,Bristol,1576-05-07,108,John,Russell,maltmaker,Tewkesbury,burthen 14ton merchant=maltmaker of tewkesbury,,,179,14,wey,brasei hordei,,0,
108,1129/15,4,,37,OUT,0,15760507,0,0,,Margaret,Tewkesbury,14,John,Russell,Tewkesbury,Bristol,1576-05-07,108,John,Russell,maltmaker,Tewkesbury,burthen 14ton merchant=maltmaker of tewkesbury,,,180,0.5,wey,tritici,,0,
109,1129/15,4,,38,OUT,0,15760507,0,0,,Peter,Framilode,14,Thomas,Swanley,Gloucester,Carmarthen,1576-05-07,109,Henry,Horne,merchant,Gloucester,burthen 14ton merchant=merchant of gloucester rest 04/39,,,181,14,wey,brasei hordei,,0,
109,1129/15,4,,38,OUT,0,15760507,0,0,,Peter,Framilode,14,Thomas,Swanley,Gloucester,Carmarthen,1576-05-07,110,Henry,Horne,merchant,Gloucester,burthen 14ton merchant=merchant of gloucester rest 04.38,part,,182,4,wey,tritici,,0,
111,1129/15,4,,40,OUT,0,15760507,0,0,,Trinity,Newnham,10,Richard,Glewe,Gloucester,Cardiff,1576-05-07,111,Matthew,Davis,merchant,Elmore,burthen 10ton merchant=merchant of elmore,,,183,10,wey,brasei hordei,,0,
112,1129/15,4,,41,OUT,0,15760510,0,0,,Grace of God,Tewkesbury,9,John,Davis,Tewkesbury,Aberdovey,1576-05-10,112,William,Hodges,merchant,Tewkesbury,burthen 9 ton merchant = merchant of tewkesbury,,,184,8,wey,brasei hordei,,0,
113,1129/15,4,,42,OUT,0,15760510,0,0,,Cherubin,Tewkesbury,10,John,Bishoppe,Tewkesbury,Haverfordwest,1576-05-10,113,William,Wakeman,merchant,Tewkesbury,burthen 10ton merchant=merchant of tewkesbury,,,185,8,wey,brasei hordei,,0,
114,1129/15,4,,43,OUT,0,15760510,0,0,,Trinity,Elmore,12,Henry,Okey,Gloucester,Caernarvon,1576-05-10,114,Henry,Okey,merchant,Gloucester,burthen 12ton him=merchant of gloucester,,,186,16,wey,brasei hordei,,0,
115,1129/15,4,,44,OUT,0,15760510,0,0,,Jesus,Westbury,14,William,Whopper,Gloucester,Caernarvon,1576-05-10,115,Thomas,Franckombe,merchant,Gloucester,burthen 14ton merchant=merchant of gloucester,,,187,16,wey,brasei hordei,,0,
116,1129/15,4,,45,OUT,0,15760510,0,0,,Clement,Elmore,12,Robert,Goslinge,Gloucester,Barnstaple,1576-05-10,116,Thomas,Hunte,merchant,Minsterworth,burthen 12ton merchant=merchant of minsterworth,,,188,2,wey,brasei hordei,,0,
117,1129/15,4,,46,OUT,0,15760517,0,0,,John,Tewkesbury,10,William,Hodges,Tewkesbury,Aberystwyth,1576-05-17,117,Henry,Millington,mariner,Tewkesbury,burthen 10 ton merchant = mariner of tewkesbury,,,189,6,wey,brasei hordei,,0,
117,1129/15,4,,46,OUT,0,15760517,0,0,,John,Tewkesbury,10,William,Hodges,Tewkesbury,Aberystwyth,1576-05-17,117,Henry,Millington,mariner,Tewkesbury,burthen 10 ton merchant = mariner of tewkesbury,,,190,2,wey,siliginis,,0,
118,1129/15,5,,1,OUT,0,15760517,0,0,,Peter,Gatcombe,18,Thomas,Wylsher,Tewkesbury,Aberdovey,1576-05-17,118,Henry,Millington,mariner,Tewkesbury,burthen 18 ton merchant = mariner of tewkesbury,,,191,16,wey,tritici,,0,
118,1129/15,5,,1,OUT,0,15760517,0,0,,Peter,Gatcombe,18,Thomas,Wylsher,Tewkesbury,Aberdovey,1576-05-17,118,Henry,Millington,mariner,Tewkesbury,burthen 18 ton merchant = mariner of tewkesbury,,,192,2,wey,siliginis,,0,
119,1129/15,5,,2,OUT,0,15760520,0,0,,Lodar,Berkeley,14,Thomas,Coxe,Tewkesbury,Berkeley,1576-05-20,119,William,Machin,milner,Berkeley,burthen 14 ton merchant = milner of berkeley,,,193,4,wey,tritici,,0,
119,1129/15,5,,2,OUT,0,15760520,0,0,,Lodar,Berkeley,14,Thomas,Coxe,Tewkesbury,Berkeley,1576-05-20,119,William,Machin,milner,Berkeley,burthen 14 ton merchant = milner of berkeley,,,194,2,wey,siliginis,,0,
119,1129/15,5,,2,OUT,0,15760520,0,0,,Lodar,Berkeley,14,Thomas,Coxe,Tewkesbury,Berkeley,1576-05-20,119,William,Machin,milner,Berkeley,burthen 14 ton merchant = milner of berkeley,,,195,0.5,wey,fabarum,,0,
119,1129/15,5,,2,OUT,0,15760520,0,0,,Lodar,Berkeley,14,Thomas,Coxe,Tewkesbury,Berkeley,1576-05-20,119,William,Machin,milner,Berkeley,burthen 14 ton merchant = milner of berkeley,,,196,0.5,wey,hordei,,0,
119,1129/15,5,,2,OUT,0,15760520,0,0,,Lodar,Berkeley,14,Thomas,Coxe,Tewkesbury,Berkeley,1576-05-20,119,William,Machin,milner,Berkeley,burthen 14 ton merchant = milner of berkeley,,,197,4,wey,brasei hordei,,0,
120,1129/15,5,,3,OUT,0,15760523,0,0,,Gilliflower,Minsterworth,25,John,Horne,Gloucester,St Ives,1576-05-23,120,John,Horne,merchant,Gloucester,burthen 25 ton him = merchant of gloucester,,,198,25,wey,brasei hordei,,0,
121,1129/15,5,,4,OUT,0,15760524,0,0,,Alice,Tewkesbury,9,Thomas,Hobbes,Tewkesbury,Haverfordwest,1576-05-24,121,Thomas,Hobbes,merchant,Tewkesbury,burthen 9 ton merchant = merchant of tewkesbury,,,199,9,wey,brasei hordei,,0,
122,1129/15,5,,5,OUT,0,15760526,0,0,,Mayflower,Tewkesbury,7,John,Bodinge,Tewkesbury,Carmarthen,1576-05-26,122,William,Marten,merchant,Tewkesbury,burthen 7 ton merchant = merchant of tewkesbury,,,200,6,wey,brasei hordei,,0,
123,1129/15,5,,6,OUT,0,15760608,0,0,,Dragon,Gloucester,17,George,Warre,Gloucester,Caernarvon,1576-06-08,123,Henry,Horne,merchant,Gloucester,burthen 17 ton merchant = merchant of gloucester,,,201,17,wey,brasei hordei,,0,
124,1129/15,5,,7,OUT,0,15760608,0,0,,Harry,Gloucester,15,John,Swanley,Gloucester,Carmarthen,1576-06-08,124,Richard,Swanley,merchant,Gloucester,burthen 15 ton merchant = merchant of gloucester,,,202,16,wey,brasei hordei,,0,
125,1129/15,5,,8,OUT,0,15760613,0,0,,Morgans,Tewkesbury,18,Thomas,Turbill,Tewkesbury,Bristol,1576-06-13,125,Thomas,Turbill,,,burthen 18 ton him = trowman of tewkesbury,,,203,18,wey,brasei hordei,,0,
126,1129/15,5,,9,OUT,0,15760613,0,0,,Mary,Tewkesbury,14,John,Hayle,Tewkesbury,Bristol,1576-06-13,126,Thomas,Childe,trowman,Tewkesbury,burthen 14 ton merchant = trowman of tewkesbury,,,204,16,wey,brasei hordei,,0,
127,1129/15,5,,10,OUT,0,15760621,0,0,,George,Gloucester,18,Thomas,Pewcotte,Gloucester,Carmarthen,1576-06-21,127,Thomas,Pewcotte,merchant,Gloucester,burthen 18 ton him = merchant of gloucester,,,205,10,wey,brasei hordei,,0,
127,1129/15,5,,10,OUT,0,15760621,0,0,,George,Gloucester,18,Thomas,Pewcotte,Gloucester,Carmarthen,1576-06-21,127,Thomas,Pewcotte,merchant,Gloucester,burthen 18 ton him = merchant of gloucester,,,206,6,wey,fabarum,,0,
127,1129/15,5,,10,OUT,0,15760621,0,0,,George,Gloucester,18,Thomas,Pewcotte,Gloucester,Carmarthen,1576-06-21,127,Thomas,Pewcotte,merchant,Gloucester,burthen 18 ton him = merchant of gloucester,,,207,1,wey,pisarum,,0,
128,1129/15,5,,11,OUT,0,15760621,0,0,,Trinity,Elmore,12,William,Whopper,Gloucester,Cardiff,1576-06-21,128,Matthew,Davis,merchant,Elmore,burthen 12 ton merchant = merchant of elmore,,,208,12,wey,brasei hordei,,0,
129,1129/15,5,,12,OUT,0,15760622,0,0,,George,Gloucester,12,Thomas,Swanley,Gloucester,Bristol,1576-06-22,129,William,Wardford,brewer,Bristol,burthen 12 ton merchant = brewer of bristol,,,209,12,wey,brasei hordei,,0,
130,1129/15,5,,13,OUT,0,15760622,0,0,,Toby,Newnham,18,Thomas,Norris,Gloucester,Caernarvon,1576-06-22,130,Robert,Bufford,merchant,Newnham,burthen 18 ton merhcant = merchant of newnham,,,210,17,wey,brasei hordei,,0,
