reference,clip_id,clip_voyage_id,clip_image_filename,clip_scale,clip_rotation,clip_translation_x,clip_translation_y,clip_clip_x1,clip_clip_y1,clip_clip_width,clip_clip_height,image_path,pixel_x,pixel_y,pixel_width,pixel_height
849/1,1586,39475,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (16).JPG,0.6459264706,0.00,-635,-795,374,391,1144,148,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (16).JPG,369.3,941.5,1771.1,229.1
849/1,1587,39476,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (18).JPG,0.5872058824,0.00,-1627,-1680,513,163,1065,146,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (18).JPG,2114.7,1991.3,1813.7,248.6
849/1,1588,39477,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (18).JPG,0.5872058824,0.00,-1627,-1680,516,287,1065,146,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (18).JPG,2119.8,2202.5,1813.7,248.6
849/1,1589,39478,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (18).JPG,0.5872058824,0.00,-1627,-1680,504,416,1065,146,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (18).JPG,2099.4,2422.2,1813.7,248.6
849/1,1590,39479,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (18).JPG,0.5872058824,0.00,-1627,-1680,499,545,1065,146,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (18).JPG,2090.9,2641.9,1813.7,248.6
849/1,1591,39480,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,0.6459264706,0.00,-690,-767,326,201,1136,188,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,380.1,604.0,1758.7,291.1
849/1,1592,39481,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,0.6459264706,0.00,-690,-767,326,365,1136,115,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,380.1,857.9,1758.7,178.0
849/1,1593,39482,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,0.6459264706,0.00,-690,-767,323,453,1136,78,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,375.5,994.2,1758.7,120.8
849/1,1594,39483,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,0.6459264706,0.00,-690,-767,325,506,1136,105,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,378.6,1076.2,1758.7,162.6
849/1,1595,39484,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,0.6459264706,0.00,-690,-767,324,623,1136,133,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,377.0,1257.3,1758.7,205.9
849/1,1596,39485,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,0.6459264706,0.00,-680,-1307,329,218,1136,133,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,369.3,1466.3,1758.7,205.9
849/1,1597,39486,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,0.6459264706,0.00,-680,-1307,329,364,1136,133,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (19).JPG,369.3,1692.4,1758.7,205.9
849/1,1598,39487,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,0.5813338235,-3.00,-1630,-1475,506,95,1061,140,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,2107.2,1525.3,1825.1,240.8
849/1,1599,39488,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,0.5755204853,-3.00,-1594,-1476,525,200,1061,140,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,2077.0,1708.5,1843.5,243.3
849/1,1600,39489,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,0.5755204853,-3.00,-1594,-1476,548,305,1061,140,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,2116.9,1890.9,1843.5,243.3
849/1,1601,39490,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,0.5755204853,-3.00,-1594,-1476,556,404,1061,140,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,2130.8,2062.9,1843.5,243.3
849/1,1602,39491,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,0.5755204853,-3.00,-1594,-1476,560,511,1061,140,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,2137.8,2248.8,1843.5,243.3
849/1,1603,39492,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,0.5755204853,-3.00,-1594,-1476,556,614,1061,140,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (23).JPG,2130.8,2427.8,1843.5,243.3
849/1,1604,39493,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (27).JPG,0.5872058824,-3.00,-1552,-1825,611,98,1041,161,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (27).JPG,2153.9,2127.6,1772.8,274.2
849/1,1605,39494,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (27).JPG,0.5872058824,-3.00,-1552,-1825,617,233,1041,132,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (27).JPG,2164.1,2357.5,1772.8,224.8
849/1,1606,39495,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (27).JPG,0.5872058824,-3.00,-1552,-1825,628,350,1041,132,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (27).JPG,2182.8,2556.7,1772.8,224.8
849/1,1607,39496,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (27).JPG,0.5872058824,-3.00,-1552,-1825,629,448,1041,113,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (27).JPG,2184.5,2723.6,1772.8,192.4
849/1,1608,39497,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (29).JPG,0.5338235294,0.00,-925,-1802,286,210,952,181,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (29).JPG,368.3,2343.8,1783.4,339.1
849/1,1609,39498,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (29).JPG,0.6459264706,0.00,-1677,-877,468,105,1074,209,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (29).JPG,2128.0,625.7,1662.7,323.6
849/1,1610,39499,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (29).JPG,0.6459264706,0.00,-1677,-877,462,302,1074,152,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (29).JPG,2118.7,930.7,1662.7,235.3
849/1,1611,39500,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (30).JPG,0.6459264706,0.00,-1566,-1041,609,224,1117,128,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (30).JPG,2174.5,1063.8,1729.3,198.2
849/1,1612,39501,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (31).JPG,0.5338235294,0.00,-797,-1869,419,89,964,122,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (31).JPG,377.7,2242.7,1805.8,228.5
849/1,1613,39503,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (31).JPG,0.5872058824,0.00,-1136,-2061,13,42,964,122,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (31).JPG,427.0,2434.1,1641.7,207.8
849/1,1614,39504,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (31).JPG,0.5872058824,0.00,-1136,-2061,24,147,964,122,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (31).JPG,445.8,2612.9,1641.7,207.8
849/1,1615,39505,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (35).JPG,0.5872058824,0.00,-814,-903,331,312,1036,163,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (35).JPG,420.2,921.9,1764.3,277.6
849/1,1616,39506,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (36).JPG,0.6459264706,0.00,-1799,-1746,407,119,1164,129,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (36).JPG,2222.4,1992.7,1802.1,199.7
849/1,1617,39507,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (37).JPG,0.5338235294,0.00,-920,-1162,310,157,963,153,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (37).JPG,403.9,1045.7,1804.0,286.6
849/1,1618,39508,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (37).JPG,0.5338235294,0.00,-920,-1162,319,518,963,114,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (37).JPG,420.7,1721.9,1804.0,213.6
849/1,1619,39510,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (37).JPG,0.5338235294,0.00,-939,-1754,301,172,963,139,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (37).JPG,422.6,2182.7,1804.0,260.4
849/1,1620,39511,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (37).JPG,0.4852941176,0.00,-1699,-1352,485,179,866,144,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (37).JPG,2192.5,1423.9,1784.5,296.7
849/1,1621,39512,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (39).JPG,0.5872058824,0.00,-843,-1117,304,256,1061,119,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (39).JPG,423.6,1190.9,1806.9,202.7
849/2,1209,39097,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (10).JPG,0.5338235294,0.00,-1600,-1564,530,594,962,109,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (10).JPG,2089.8,2617.3,1802.1,204.2
849/2,1210,39098,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (11).JPG,0.5872058824,0.00,-675,-601,373,401,1043,125,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (11).JPG,255.0,559.1,1776.2,212.9
849/2,1211,39099,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (12).JPG,0.5338235294,0.00,-905,-1579,253,116,959,99,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (12).JPG,269.0,1750.0,1796.5,185.5
849/2,1212,39100,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (12).JPG,0.5338235294,0.00,-908,-1584,254,179,959,99,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (12).JPG,276.5,1877.4,1796.5,185.5
849/2,1213,39101,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (12).JPG,0.5338235294,0.00,-1562,-1753,559,199,959,99,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (12).JPG,2073.0,2231.4,1796.5,185.5
849/2,1214,39102,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (12).JPG,0.5338235294,0.00,-1562,-1753,565,264,959,99,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (12).JPG,2084.2,2353.2,1796.5,185.5
849/2,1215,39103,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (15).JPG,0.6459264706,0.00,-659,-1559,266,177,1177,122,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (15).JPG,239.2,1793.0,1822.2,188.9
849/2,1216,39104,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (21).JPG,0.5872058824,3.00,-1517,-1148,596,127,1035,110,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (21).JPG,2068.7,1024.0,1762.6,187.3
849/2,1217,39105,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (21).JPG,0.5872058824,3.00,-1517,-1148,583,224,1035,110,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (21).JPG,2046.6,1189.2,1762.6,187.3
849/2,1218,39106,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (21).JPG,0.5872058824,3.00,-1517,-1148,586,312,1035,110,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (21).JPG,2051.7,1339.1,1762.6,187.3
849/2,1219,39107,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,0.5872058824,0.00,-702,-1705,384,242,1040,105,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,319.8,2168.4,1771.1,178.8
849/2,1220,39108,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,0.5872058824,0.00,-702,-1705,390,326,1040,105,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,330.0,2311.5,1771.1,178.8
849/2,1221,39109,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,0.5872058824,0.00,-702,-1705,398,385,1040,105,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,343.6,2412.0,1771.1,178.8
849/2,1222,39110,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,0.5872058824,0.00,-702,-1705,397,519,1040,105,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,341.9,2640.2,1771.1,178.8
849/2,1223,39111,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,0.5872058824,3.00,-1473,-795,648,202,972,118,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,2082.3,550.6,1655.3,201.0
849/2,1224,39112,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,0.5872058824,3.00,-1473,-795,652,301,972,118,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (23).JPG,2089.1,719.2,1655.3,201.0
849/2,1225,39113,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (26).JPG,0.5872058824,0.00,-673,-1777,431,185,1049,120,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (26).JPG,350.4,2194.0,1786.4,204.4
849/2,1226,39114,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (26).JPG,0.5872058824,0.00,-673,-1777,431,269,1049,120,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (26).JPG,350.4,2337.0,1786.4,204.4
849/2,1227,39115,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (26).JPG,0.5872058824,0.00,-673,-1777,426,359,1049,120,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (26).JPG,341.9,2490.3,1786.4,204.4
849/2,1228,39116,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (28).JPG,0.7105191176,0.00,-1678,-1134,442,116,1209,130,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (28).JPG,2097.2,1094.4,1701.6,183.0
849/2,1229,39117,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (28).JPG,0.7105191176,0.00,-1678,-1134,429,212,1209,130,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (28).JPG,2078.9,1229.5,1701.6,183.0
849/2,1230,39118,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (28).JPG,0.7105191176,0.00,-1678,-1134,434,315,1209,130,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (28).JPG,2085.9,1374.4,1701.6,183.0
849/2,1231,39119,E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (33).JPG,0.6459264706,0.00,-855,-1492,323,245,1124,124,849_2/E 190_849_2 Southampton 24 Jun 1706 - 25 Dec 1706 (33).JPG,630.9,1794.6,1740.1,192.0
850/3,1061,38948,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,0.7105191176,3.00,-629,-2135,203,105,1267,163,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,284.4,2487.7,1783.2,229.4
850/3,1062,38949,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,0.7105191176,3.00,-629,-2135,200,243,1267,120,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,280.2,2681.9,1783.2,168.9
850/3,1063,38950,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,0.6459264706,0.00,-1832,-918,324,36,1173,199,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,2145.0,582.3,1816.0,308.1
850/3,1064,38951,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,0.6459264706,0.00,-1832,-918,321,220,1173,130,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,2140.4,867.2,1816.0,201.3
850/3,1065,38952,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,0.6459264706,0.00,-1832,-918,323,331,1173,130,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (9).JPG,2143.5,1039.1,1816.0,201.3
850/3,1066,38953,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,0.5872058824,0.00,-704,-1699,381,46,1061,146,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,318.0,1824.4,1806.9,248.6
850/3,1067,38954,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,0.5872058824,0.00,-704,-1699,378,134,1061,146,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,312.9,1974.3,1806.9,248.6
850/3,1068,38955,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,0.5872058824,0.00,-704,-1699,373,265,1061,125,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,304.4,2197.4,1806.9,212.9
850/3,1069,38956,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,0.5872058824,0.00,-704,-1699,374,383,1061,113,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,306.1,2398.3,1806.9,192.4
850/3,1070,38957,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,0.5872058824,0.00,-704,-1699,376,475,1061,113,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (11).JPG,309.5,2555.0,1806.9,192.4
850/3,1071,38958,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (13).JPG,0.5872058824,-6.00,-1612,-1916,548,88,1119,138,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (13).JPG,2148.8,2265.5,1905.6,235.0
850/3,1072,38959,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (13).JPG,0.5872058824,-6.00,-1612,-1916,552,199,1119,138,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (13).JPG,2155.6,2454.5,1905.6,235.0
850/3,1073,38960,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (13).JPG,0.5872058824,-6.00,-1612,-1916,562,307,1119,121,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (13).JPG,2172.6,2638.5,1905.6,206.1
850/3,1074,38961,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (14).JPG,0.6459264706,-3.00,-590,-881,363,51,1181,193,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (14).JPG,282.6,548.3,1828.4,298.8
850/3,1075,38962,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (19).JPG,0.5872058824,0.00,-1543,-1037,604,104,1071,207,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (19).JPG,2126.6,795.8,1823.9,352.5
850/3,1076,38963,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (20).JPG,0.5872058824,0.00,-794,-2074,302,109,1049,110,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (20).JPG,336.8,2570.3,1786.4,187.3
850/3,1077,38964,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (20).JPG,0.5872058824,0.00,-794,-2074,305,183,1049,110,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (20).JPG,341.9,2696.4,1786.4,187.3
850/3,1078,38965,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (20).JPG,0.6394672059,0.00,-1606,-878,539,55,1160,163,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (20).JPG,2127.5,538.9,1814.0,254.9
850/3,1079,38966,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (22).JPG,0.6459264706,0.00,-606,-1885,390,42,1149,127,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (22).JPG,349.2,2088.7,1778.8,196.6
850/3,1080,38967,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (22).JPG,0.6459264706,0.00,-606,-1885,396,136,1149,127,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (22).JPG,358.5,2234.2,1778.8,196.6
850/3,1081,38968,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (22).JPG,0.6459264706,0.00,-606,-1885,392,227,1149,127,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (22).JPG,352.3,2375.1,1778.8,196.6
850/3,1082,38969,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (26).JPG,0.5872058824,-6.00,-554,-902,505,115,1081,136,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (26).JPG,273.8,584.7,1840.9,231.6
850/3,1083,38970,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (27).JPG,0.5338235294,-3.00,-753,-1128,448,85,977,132,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (27).JPG,349.6,847.1,1830.2,247.3
850/3,1084,38971,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (27).JPG,0.5338235294,-3.00,-753,-1128,447,192,977,115,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (27).JPG,347.7,1047.5,1830.2,215.4
850/3,1085,38972,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (27).JPG,0.5338235294,-3.00,-753,-1128,448,276,977,115,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (27).JPG,349.6,1204.9,1830.2,215.4
850/3,1086,38973,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,0.5872058824,0.00,-754,-1620,414,103,1010,120,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,459.4,1787.0,1720.0,204.4
850/3,1087,38974,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,0.5872058824,0.00,-754,-1620,411,187,1010,120,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,454.3,1930.0,1720.0,204.4
850/3,1088,38975,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,0.5872058824,0.00,-754,-1620,412,278,1010,120,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,456.0,2085.0,1720.0,204.4
850/3,1089,38976,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,0.5872058824,0.00,-754,-1620,413,375,1010,120,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,457.7,2250.2,1720.0,204.4
850/3,1090,38977,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,0.5872058824,0.00,-1634,-1972,549,72,1010,120,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (28).JPG,2187.9,2333.6,1720.0,204.4
850/3,1091,38978,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (30).JPG,0.7034139265,0.00,-1635,-1040,574,154,1223,191,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (30).JPG,2222.9,1009.3,1738.7,271.5
850/3,1092,38979,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (31).JPG,0.5338235294,0.00,-700,-1094,524,275,972,125,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (31).JPG,392.6,1139.3,1820.8,234.2
850/3,1093,38980,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (31).JPG,0.5338235294,0.00,-692,-1779,541,203,972,125,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (31).JPG,409.5,2287.6,1820.8,234.2
850/3,1094,38981,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (31).JPG,0.5338235294,-3.00,-1571,-1763,626,117,971,135,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (31).JPG,2215.3,2096.6,1819.0,252.9
850/3,1095,38982,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (31).JPG,0.5338235294,-3.00,-1571,-1763,631,347,971,116,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (31).JPG,2224.7,2527.4,1819.0,217.3
850/3,1096,38983,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (32).JPG,0.4411764706,0.00,-787,-1197,607,182,807,128,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (32).JPG,403.5,1058.5,1829.2,290.1
850/3,1097,38984,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (32).JPG,0.4411764706,0.00,-854,-1750,551,237,807,128,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (32).JPG,428.4,2436.7,1829.2,290.1
850/3,1098,38985,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (34).JPG,0.5338235294,0.00,-692,-1064,576,210,952,128,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (34).JPG,475.1,961.4,1783.4,239.8
850/3,1099,38986,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (35).JPG,0.5872058824,0.00,-1567,-937,656,273,988,99,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (35).JPG,2256.0,913.3,1682.5,168.6
850/3,1100,38987,E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (36).JPG,0.7105191176,3.00,-1673,-800,591,266,1286,109,850_3/E 190_850_3 Southampton 24 Jun 1707 - 25 Dec 1707 (36).JPG,2299.9,835.4,1809.9,153.4
