reference,clip_id,clip_voyage_id,clip_image_filename,clip_scale,clip_rotation,clip_translation_x,clip_translation_y,clip_clip_x1,clip_clip_y1,clip_clip_width,clip_clip_height,image_path,pixel_x,pixel_y,pixel_width,pixel_height
847/1,1180,39068,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (17).JPG,0.5338235294,0.00,-845,-953,359,69,984,160,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (17).JPG,355.2,489.3,1843.3,299.7
847/1,1181,39069,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (17).JPG,0.5338235294,0.00,-845,-953,357,201,984,103,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (17).JPG,351.4,736.6,1843.3,192.9
847/1,1182,39070,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,0.4852941176,0.00,-786,-1106,513,94,879,107,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,368.8,741.8,1811.3,220.5
847/1,1183,39071,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,0.4852941176,0.00,-786,-1106,516,174,879,107,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,375.0,906.7,1811.3,220.5
847/1,1184,39072,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,0.4852941176,0.00,-786,-1106,516,254,879,107,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,375.0,1071.5,1811.3,220.5
847/1,1185,39073,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,0.4852941176,0.00,-786,-1106,518,340,879,107,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,379.2,1248.7,1811.3,220.5
847/1,1186,39074,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,0.4852941176,0.00,-786,-1106,519,418,879,107,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (19).JPG,381.2,1409.5,1811.3,220.5
847/1,1187,39075,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (20).JPG,0.6459264706,-3.00,-1630,-766,509,114,1166,157,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (20).JPG,2118.7,467.8,1805.2,243.1
847/1,1188,39076,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (20).JPG,0.6459264706,-3.00,-1630,-766,514,238,1166,126,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (20).JPG,2126.5,659.8,1805.2,195.1
847/1,1189,39077,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (20).JPG,0.6459264706,-3.00,-1630,-766,514,349,1166,126,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (20).JPG,2126.5,831.6,1805.2,195.1
847/1,1190,39078,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (20).JPG,0.6459264706,-3.00,-1630,-766,527,438,1166,126,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (20).JPG,2146.6,969.4,1805.2,195.1
847/1,1191,39079,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (23).JPG,0.5872058824,0.00,-891,-1893,270,182,1048,100,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (23).JPG,447.5,2386.4,1784.7,170.3
847/1,1192,39080,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (23).JPG,0.5872058824,0.00,-891,-1893,267,266,1048,73,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (23).JPG,442.4,2529.5,1784.7,124.3
847/1,1193,39081,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (23).JPG,0.5872058824,0.00,-891,-1893,272,315,1048,73,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (23).JPG,450.9,2612.9,1784.7,124.3
847/1,1194,39082,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (23).JPG,0.5872058824,0.00,-891,-1893,275,361,1048,73,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (23).JPG,456.0,2691.3,1784.7,124.3
847/1,1195,39083,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (25).JPG,0.5338235294,0.00,-821,-1246,429,223,968,185,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (25).JPG,441.3,1326.7,1813.3,346.6
847/1,1196,39084,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (25).JPG,0.5338235294,0.00,-1071,-1942,175,95,968,105,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (25).JPG,433.9,2390.7,1813.3,196.7
847/1,1197,39085,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (25).JPG,0.5284852941,0.00,-1079,-1953,175,157,968,105,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (25).JPG,431.4,2536.5,1831.6,198.7
847/1,1198,39086,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (25).JPG,0.5284852941,0.00,-1079,-1953,179,232,968,94,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (25).JPG,439.0,2678.4,1831.6,177.9
847/1,1199,39087,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,0.5338235294,0.00,-802,-1117,437,121,984,125,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,420.7,893.9,1843.3,234.2
847/1,1200,39088,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,0.5338235294,0.00,-802,-1117,438,221,984,109,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,422.6,1081.3,1843.3,204.2
847/1,1201,39089,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,0.5338235294,0.00,-802,-1117,441,297,984,109,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,428.2,1223.6,1843.3,204.2
847/1,1202,39090,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,0.5338235294,0.00,-802,-1117,443,389,984,109,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,432.0,1396.0,1843.3,204.2
847/1,1203,39091,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,0.5338235294,0.00,-802,-1117,440,465,984,109,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (27).JPG,426.4,1538.3,1843.3,204.2
847/1,1204,39092,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (28).JPG,0.5338235294,3.00,-1555,-1429,656,153,969,97,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (28).JPG,2241.6,1538.3,1815.2,181.7
847/1,1205,39093,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (28).JPG,0.5338235294,3.00,-1555,-1429,644,229,969,86,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (28).JPG,2219.1,1680.7,1815.2,161.1
847/1,1206,39094,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (28).JPG,0.5338235294,3.00,-1555,-1429,635,307,969,86,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (28).JPG,2202.2,1826.8,1815.2,161.1
847/1,1207,39095,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (28).JPG,0.5338235294,3.00,-1555,-1429,633,387,969,86,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (28).JPG,2198.5,1976.7,1815.2,161.1
847/1,1208,39096,E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (29).JPG,0.5338235294,0.00,-1683,-1401,535,275,967,112,847_1/E 190_847_1 Southampton 25 Dec 1704 - 24 Jun 1705 (29).JPG,2254.7,1714.4,1811.5,209.8
847/4,1534,39424,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (13).JPG,0.5338235294,0.00,-830,-1778,356,288,975,135,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (13).JPG,321.5,2445.0,1826.4,252.9
847/4,1535,39425,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (14).JPG,0.5872058824,0.00,-675,-1311,427,281,1064,99,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (14).JPG,347.0,1563.9,1812.0,168.6
847/4,1536,39426,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (14).JPG,0.5872058824,0.00,-675,-1311,427,357,1064,99,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (14).JPG,347.0,1693.3,1812.0,168.6
847/4,1537,39427,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,0.5872058824,0.00,-679,-1031,422,152,1079,166,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,345.3,867.4,1837.5,282.7
847/4,1538,39428,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,0.5872058824,0.00,-1628,-1032,525,178,1079,116,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,2136.8,913.3,1837.5,197.5
847/4,1539,39429,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,0.5872058824,0.00,-1628,-1032,525,263,1079,116,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,2136.8,1058.1,1837.5,197.5
847/4,1540,39430,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,0.7105191176,0.00,-1873,-951,278,386,1674,112,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,2140.8,1216.8,2356.0,157.6
847/4,1541,39431,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,0.7105191176,0.00,-1872,-2114,287,90,1674,195,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (15).JPG,2152.1,2437.0,2356.0,274.4
847/4,1542,39432,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (16).JPG,0.5872058824,0.00,-654,-1204,444,145,1078,124,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (16).JPG,340.2,1150.1,1835.8,211.2
847/4,1543,39433,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (16).JPG,0.5872058824,0.00,-654,-1204,440,232,1078,124,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (16).JPG,333.4,1298.2,1835.8,211.2
847/4,1544,39434,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (16).JPG,0.5872058824,0.00,-654,-1204,438,304,1078,124,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (16).JPG,330.0,1420.8,1835.8,211.2
847/4,1545,39435,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (18).JPG,0.5872058824,0.00,-720,-1681,390,219,1061,97,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (18).JPG,360.6,2088.4,1806.9,165.2
847/4,1546,39436,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (20).JPG,0.6459264706,0.00,-774,-1719,243,133,1157,109,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (20).JPG,381.7,1972.6,1791.2,168.7
847/4,1547,39437,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (20).JPG,0.6459264706,0.00,-769,-1719,243,216,1157,109,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (20).JPG,373.9,2101.1,1791.2,168.7
847/4,1548,39438,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (20).JPG,0.6459264706,0.00,-769,-1719,247,297,1157,109,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (20).JPG,380.1,2226.5,1791.2,168.7
847/4,1549,39439,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (20).JPG,0.6459264706,0.00,-769,-1719,239,383,1157,109,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (20).JPG,367.7,2359.6,1791.2,168.7
847/4,1550,39440,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (21).JPG,0.4852941176,0.00,-975,-774,331,352,880,147,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (21).JPG,383.3,589.3,1813.3,302.9
847/4,1551,39441,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (22).JPG,0.5338235294,0.00,-823,-1130,401,249,953,108,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (22).JPG,392.6,1158.1,1785.2,202.3
847/4,1552,39442,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (22).JPG,0.4852941176,0.00,-1122,-1224,179,264,874,80,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (22).JPG,373.0,1335.3,1801.0,164.8
847/4,1553,39443,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (22).JPG,0.4852941176,0.00,-1122,-1224,181,328,874,80,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (22).JPG,377.1,1467.2,1801.0,164.8
847/4,1555,39444,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (22).JPG,0.4852941176,0.00,-1118,-1801,177,170,893,97,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (22).JPG,360.6,2330.5,1840.1,199.9
847/4,1556,39445,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (23).JPG,0.5338235294,0.00,-1533,-1112,642,257,1000,95,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (23).JPG,2174.1,1139.3,1873.3,178.0
847/4,1557,39446,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,0.5338235294,0.00,-639,-1053,597,173,956,111,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,415.1,871.4,1790.9,207.9
847/4,1558,39447,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,0.5338235294,0.00,-639,-1053,596,245,956,111,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,413.2,1006.3,1790.9,207.9
847/4,1559,39448,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,0.5338235294,0.00,-639,-1053,592,325,956,111,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,405.8,1156.2,1790.9,207.9
847/4,1560,39449,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,0.5338235294,0.00,-1139,-1363,80,95,968,97,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,383.3,1306.0,1813.3,181.7
847/4,1561,39450,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,0.5338235294,0.00,-1139,-1363,84,169,968,97,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,390.8,1444.7,1813.3,181.7
847/4,1562,39451,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,0.5338235294,0.00,-1139,-1363,84,241,968,97,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (24).JPG,390.8,1579.5,1813.3,181.7
847/4,1563,39452,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (27).JPG,0.5338235294,0.00,-1489,-981,720,104,984,121,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (27).JPG,2237.8,607.3,1843.3,226.7
847/4,1564,39453,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (27).JPG,0.5338235294,0.00,-1584,-1076,614,259,984,102,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (27).JPG,2217.2,1075.6,1843.3,191.1
847/4,1565,39454,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (28).JPG,0.5338235294,-3.00,-1693,-1855,536,156,968,117,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (28).JPG,2275.3,2342.0,1813.3,219.2
847/4,1566,39455,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (28).JPG,0.5338235294,-3.00,-1693,-1855,535,230,968,98,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (28).JPG,2273.4,2480.6,1813.3,183.6
847/4,1567,39456,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (28).JPG,0.5338235294,-3.00,-1693,-1855,531,299,968,112,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (28).JPG,2265.9,2609.9,1813.3,209.8
847/4,1568,39457,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (29).JPG,0.5338235294,0.00,-765,-870,488,150,975,143,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (29).JPG,447.0,485.6,1826.4,267.9
847/4,1569,39458,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (29).JPG,0.5338235294,0.00,-765,-870,485,256,975,114,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (29).JPG,441.3,684.1,1826.4,213.6
847/4,1570,39459,E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (30).JPG,0.5338235294,-6.00,-1570,-1401,700,582,995,120,847_4/E 190_847_4 Southampton 24 Jun 1704 - 25 Dec 1704 (30).JPG,2352.1,2289.5,1863.9,224.8
848/1,1514,39404,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,0.5338235294,0.00,-818,-922,409,127,937,144,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,398.3,539.9,1755.3,269.8
848/1,1515,39405,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,0.5338235294,0.00,-818,-922,407,234,937,113,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,394.5,740.3,1755.3,211.7
848/1,1516,39406,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,0.5338235294,0.00,-818,-922,404,306,937,113,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,388.9,875.2,1755.3,211.7
848/1,1517,39407,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,0.5338235294,0.00,-818,-922,402,371,937,113,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,385.1,997.0,1755.3,211.7
848/1,1518,39408,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,0.5338235294,0.00,-1660,-1206,516,192,951,113,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (18).JPG,2176.0,1193.7,1781.5,211.7
848/1,1519,39409,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (20).JPG,0.4852941176,0.00,-1591,-1502,573,139,890,107,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (20).JPG,2151.3,1650.5,1833.9,220.5
848/1,1520,39410,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (20).JPG,0.4852941176,0.00,-1591,-1502,567,217,890,107,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (20).JPG,2138.9,1811.3,1833.9,220.5
848/1,1521,39411,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (20).JPG,0.4411764706,0.00,-1451,-1438,716,345,804,96,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (20).JPG,2155.6,1974.3,1822.4,217.6
848/1,1522,39412,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (20).JPG,0.4411764706,0.00,-1451,-1438,715,420,804,96,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (20).JPG,2153.3,2144.3,1822.4,217.6
848/1,1523,39413,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (21).JPG,0.5872058824,0.00,-847,-715,250,278,1083,162,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (21).JPG,338.5,543.8,1844.3,275.9
848/1,1524,39414,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (21).JPG,0.5872058824,0.00,-813,-1890,290,162,1083,114,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (21).JPG,348.7,2347.3,1844.3,194.1
848/1,1525,39415,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (21).JPG,0.5872058824,0.00,-813,-1890,285,248,1083,114,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (21).JPG,340.2,2493.7,1844.3,194.1
848/1,1526,39416,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,0.5338235294,0.00,-793,-1488,411,251,970,95,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,355.2,1832.4,1817.1,178.0
848/1,1527,39417,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,0.4411764706,0.00,-1207,-1531,153,242,815,87,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,326.4,1951.6,1847.3,197.2
848/1,1528,39418,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,0.4411764706,0.00,-1207,-1531,157,302,815,87,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,335.5,2087.6,1847.3,197.2
848/1,1529,39419,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,0.4411764706,0.00,-1207,-1531,153,366,815,87,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,326.4,2232.7,1847.3,197.2
848/1,1530,39420,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,0.4411764706,0.00,-1207,-1531,156,430,815,87,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (23).JPG,333.2,2377.7,1847.3,197.2
848/1,1531,39421,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (26).JPG,0.5338235294,0.00,-1561,-1460,629,216,986,131,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (26).JPG,2202.2,1714.4,1847.1,245.4
848/1,1532,39422,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (27).JPG,0.4852941176,0.00,-1516,-1611,667,131,896,112,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (27).JPG,2190.4,1858.7,1846.3,230.8
848/1,1533,39423,E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (30).JPG,0.7815710294,0.00,-1892,-1952,304,425,1391,177,848_1/E 190_848_1 Southampton 24 Jun 1705 - 25 Dec 1705 (30).JPG,2201.6,2585.2,1779.7,226.5
849/1,1571,39460,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,0.4852941176,0.00,-1482,-1179,678,156,902,107,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,2143.0,1020.0,1858.7,220.5
849/1,1572,39461,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,0.4852941176,0.00,-1482,-1179,670,235,902,107,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,2126.5,1182.8,1858.7,220.5
849/1,1573,39462,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,0.4852941176,0.00,-1482,-1179,666,304,902,97,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,2118.3,1325.0,1858.7,199.9
849/1,1574,39463,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,0.4852941176,0.00,-1482,-1179,654,378,902,97,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,2093.6,1477.5,1858.7,199.9
849/1,1575,39464,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,0.4852941176,0.00,-1482,-1179,655,458,902,97,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (7).JPG,2095.6,1642.3,1858.7,199.9
849/1,1576,39465,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,0.5338235294,0.00,-792,-1675,426,115,932,146,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,381.4,1928.0,1745.9,273.5
849/1,1577,39466,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,0.5338235294,0.00,-792,-1675,421,235,932,121,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,372.0,2152.8,1745.9,226.7
849/1,1578,39467,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,0.5338235294,0.00,-792,-1675,422,329,932,121,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,373.9,2328.9,1745.9,226.7
849/1,1579,39468,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,0.5338235294,0.00,-792,-1675,418,421,932,121,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,366.4,2501.2,1745.9,226.7
849/1,1580,39469,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,0.5338235294,0.00,-792,-1675,421,536,932,121,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (9).JPG,372.0,2716.6,1745.9,226.7
849/1,1581,39470,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,0.5872058824,0.00,-708,-1591,414,126,1025,178,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,381.1,1776.8,1745.6,303.1
849/1,1582,39471,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,0.5872058824,0.00,-700,-1593,407,301,1025,134,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,355.5,2078.2,1745.6,228.2
849/1,1583,39472,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,0.5872058824,0.00,-700,-1593,400,429,1025,134,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,343.6,2296.2,1745.6,228.2
849/1,1584,39473,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,0.5872058824,0.00,-700,-1593,401,548,1025,134,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,345.3,2498.8,1745.6,228.2
849/1,1585,39474,E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,0.5872058824,0.00,-700,-1593,390,666,1025,134,849_1/E 190_849_1 Southampton 25 Dec 1706 - 24 Jun 1707 (12).JPG,326.6,2699.8,1745.6,228.2
